u,v,key,sidewalk_description,has_left_sidewalk_status,has_right_sidewalk_status,is_crossing_status,bicycle_status,cycleway_lane_type,cycleway_description,cycleway_left_lane_type,cycleway_right_lane_type,cycleway_class,cycleway_left_class,cycleway_right_class,parking_left_description,parking_right_description,width_comp,lit_comp,maxspeed_comp,segregated_comp,crossing_tag_comp,edsa_accident_comp,motor_vehicle_comp
476290931,476290991,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290931,11747087879,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290931,11747087881,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
476290932,237044052,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290932,7200419288,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290933,237044053,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290933,476290934,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290933,11733090895,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290934,242925198,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290934,476290933,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290934,476290937,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290934,1467807126,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290937,476290934,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290937,7185202521,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290950,237044052,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290950,476290964,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290950,7185202503,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290950,7185202521,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290964,476290950,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290964,7200419289,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290975,476290931,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
476290975,6698171990,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
476290991,476290931,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,2.0,-1,0,0,0,0,0
476290991,6533491211,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
476290991,11484353010,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476290991,11747087880,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
476291099,237030926,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291099,7188430973,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291113,237030931,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291113,7188430974,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291125,237030931,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291125,237030934,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291227,242925223,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291227,242925224,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291227,2703715291,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291363,3167931135,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
476291363,11994820925,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
496083457,8658027296,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
496083457,11699889572,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
496084634,243508499,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
496084634,295660686,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
496084634,8242414106,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
503832036,334106389,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
503832036,7475238744,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
523941898,673239199,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,2,0
523941898,8346270385,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
540068757,540068789,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068757,11551777070,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068757,11956071137,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068781,316173134,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068781,540068789,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068781,10261897704,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068781,10261914197,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068789,299387151,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068789,540068757,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068789,540068781,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068789,720537688,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068883,746028602,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
540068883,8236033606,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
556538494,242433615,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,1,0
556538494,673239199,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
614005988,6711338986,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
614005988,8377475418,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005988,11201927807,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
614005990,2375084327,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005990,5817073125,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005990,11545526076,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005991,11545496965,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005991,11551777069,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005991,11551777070,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614005991,11551777071,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
614197588,321554359,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
614197588,614199519,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
614199519,614197588,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
614199519,8025683668,0,is_sidewalk,False,False,False,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
614199519,9869147937,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
616137789,316173134,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616137789,364341786,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616137789,8374294222,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616137789,11525077025,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616137804,2469714009,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616137804,10261897704,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616137804,11539222274,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616138707,237028032,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
616138707,242433435,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
616138707,1924618387,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
616138707,6534579867,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
621168459,8628206190,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
621168760,96349492,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
621168760,1365110737,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
673239199,523941898,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,2,0
673239199,556538494,0,no_sidewalk,False,False,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
720537643,720537673,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537643,11539194812,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537649,11539194799,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537665,11539194821,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537667,720537673,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537667,6328251166,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537667,11539194821,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537673,720537643,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537673,720537667,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
720537673,1467852520,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537687,6536392298,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537687,8318434851,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537687,11545539289,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537688,540068789,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537688,11545539285,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537688,11999598916,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537688,11999598917,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537689,11999598915,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
720537689,11999598916,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746013826,6536875416,0,has_sidewalk,True,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,0,0,0,0,0
746013826,10763343950,0,has_sidewalk,True,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,0,0,0,0,0
746013827,5407514703,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746013827,5407514704,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,0,0,0,0,0
746013827,6375575708,0,has_sidewalk,True,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
746013838,747050296,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746013838,6105804499,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746013839,747050295,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746013839,6105804499,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746013845,746042191,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746028555,2064221036,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028555,2064221038,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028556,746028565,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028556,6377320258,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028560,746028611,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028560,11659331065,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028561,8375428420,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028561,11661751041,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028562,6533297199,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
746028562,9537480300,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
746028564,3924845420,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746028564,5782052446,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746028565,746028556,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028565,5602714980,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028568,6551773006,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028568,8375428420,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028572,746028578,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028572,5602714980,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028573,323060309,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028573,746028598,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028574,746028769,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028574,746042234,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028574,11687280206,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028575,962942381,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028575,7396464244,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028576,746028615,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028576,1278914920,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028576,8577362559,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028578,746028572,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028578,2830864678,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028579,3924845420,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746028579,9919058580,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
746028581,746028584,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028581,2830864678,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028582,323060309,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028582,746028596,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028582,6551939540,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028583,746028588,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028583,746028601,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028584,746028581,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028584,746028599,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028585,746028770,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028585,746028771,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028588,746028583,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028588,5602714979,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028590,746028594,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028590,8562600575,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028591,323060309,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028591,5602714978,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028594,746028590,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028594,746028610,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028596,746028582,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028596,5602714979,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028597,242433879,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028597,746028604,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028598,746028573,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028598,6551939539,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028599,746028584,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028599,6551785937,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028599,6565329292,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028600,747050321,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028600,6773492604,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
746028601,746028583,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028601,5602714978,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028602,540068883,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028602,6536470734,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028604,242433983,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028604,746028597,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
746028605,31241713,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
