u,v,key,sidewalk_description,has_left_sidewalk_status,has_right_sidewalk_status,is_crossing_status,bicycle_status,cycleway_lane_type,cycleway_description,cycleway_left_lane_type,cycleway_right_lane_type,cycleway_class,cycleway_left_class,cycleway_right_class,parking_left_description,parking_right_description,width_comp,lit_comp,maxspeed_comp,segregated_comp,crossing_tag_comp,edsa_accident_comp,motor_vehicle_comp
6551956882,6544191278,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551956883,242433705,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551956883,242433715,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551956884,242433714,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551956884,242433715,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974385,242433713,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974385,242433714,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974390,1981388293,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6551974390,6551773016,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6551974394,31241720,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974394,5715793506,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974395,237035391,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974395,5407514710,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974397,242433989,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974397,1869516653,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974398,31241758,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6551974398,321747751,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6552032917,242925100,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554122983,242433870,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554122983,5602714995,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554122984,242433601,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554122984,8377332998,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554135485,746050648,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554135485,6554135486,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554135486,746050629,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554135486,6554135485,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554200411,962802443,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554200411,962802466,0,has_sidewalk,False,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554200418,962802866,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554200418,5602714995,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6554200419,1641504996,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554200419,6554200420,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554200420,6554200419,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554200420,9985659120,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6554200426,237032304,0,has_sidewalk,True,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6554200426,6538780944,0,has_sidewalk,True,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6555346490,321740656,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6555346490,6551773019,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6555602207,242433864,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6555602207,242433865,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6555802216,242433882,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6555802216,6561015101,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6555802216,8377485117,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560904171,242433872,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6560904171,242433876,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6560904172,242433864,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560904172,242433867,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560964720,6560964721,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560964721,6560964720,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560964721,6560964722,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560964722,242433625,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6560964722,6560964721,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6561015101,237032304,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6561015101,6555802216,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6562170529,6562170530,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6562170529,11667630483,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6562170530,6562170529,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6562170530,11667623852,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6562170531,2282145484,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,-1,0,0,0,0
6562170531,7244796046,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6562170531,11667623851,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6564013582,31241725,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564013582,2064221040,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564043864,242433992,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564043864,8382713032,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6564043864,10940906112,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564229785,5289002933,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6564673799,6564734410,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564673799,11661751039,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564683008,316173465,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564683008,8480151204,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6564683008,11688742372,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564734410,6564673799,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564734410,7396464239,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564734866,321740462,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6564734866,6551773008,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6565329292,321740669,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6565329292,746028599,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6565532874,242434006,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6565532874,242434007,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6583138617,96349489,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6583138617,12029557282,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6597744385,321746385,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6597744385,2830640310,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6609039314,6609039315,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6609039314,6609039316,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6609039315,320806686,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6609039315,6609039314,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6609039316,159121924,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6609039316,6609039314,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6618798306,9979748065,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6618798306,9979748066,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6618798306,9979748067,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6618798307,746050652,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6618798307,7244796083,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510071,6627510487,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510071,6711224686,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510072,6627510073,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510072,6711224686,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510073,6627510072,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510073,6627510074,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510073,8236033608,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510073,11052291161,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510074,6536470735,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6627510074,6627510073,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510074,6627510075,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510074,11052291162,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6627510075,6627510074,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510075,6773539987,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510075,8377475319,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510075,11052291163,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510077,6627510079,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510077,8377475319,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510079,6627510077,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510079,6627510080,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510080,6627510079,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510080,6627510081,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510080,11052291166,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510081,6627510080,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510081,6627510082,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510081,11052291167,0,has_sidewalk,True,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6627510081,12046764774,0,has_sidewalk,True,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6627510082,6627510081,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510082,6627510083,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510082,8480195910,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510082,11052291168,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6627510083,6627510082,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510083,6773508385,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510083,8480195909,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510083,11052291169,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6627510084,6627510486,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510084,6773508385,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510485,6627510486,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510485,8311325209,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510486,6627510084,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510486,6627510485,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510486,11545398050,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6627510487,6627510071,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510487,11539224348,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6627510487,11539224351,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510488,11525077018,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6627510488,11539224351,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6660639222,6660639223,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6660639223,159117729,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6660639223,768969993,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6660639223,6660639222,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6669732987,2835190006,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6669732987,6534579833,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6669742288,6533422542,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6669742288,7198365484,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6698171990,476290975,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6698171990,6533491212,0,has_sidewalk,False,True,False,yes,lane,right,no,lane,class 3,no,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6698507298,8383827758,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6698507298,8578494563,0,has_sidewalk,True,True,False,yes,lane,both,lane,lane,class 3,class 3,class 3,unknown,unknown,0.0,-1,1,0,0,0,0
6698507993,242433982,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698507993,1869508693,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698507993,11687274325,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698508102,6536303677,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,1,0,0,0,0
6698508111,2134147696,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6698508111,2134147734,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6698508125,321735355,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698508125,1941072357,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698509786,25584046,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698509786,7232201953,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698509786,7232201954,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698509786,11999874635,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698510289,25583985,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,0,0,0,0,0,0
6698510289,6541254066,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,0,0,0,0,0,0
6698657585,394426154,0,has_sidewalk,True,True,False,yes,shared_lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,0,1,0,0,0,0
6698657585,2276401727,0,has_sidewalk,True,True,False,yes,shared_lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,0,1,0,0,0,0
6698658389,26365545,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698658389,321734806,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698672289,6322310371,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698672289,6536470753,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698676285,237030041,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6698676285,5837334251,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,0,0,0,0,0
6698676294,2830640310,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698676294,5602714981,0,no_sidewalk,False,False,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698678605,305115050,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698678605,6551785927,0,has_sidewalk,True,True,False,yes,lane,yes,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,class 3,unknown_but_one_of_the_two_must_exist,unknown_but_one_of_the_two_must_exist,unknown,unknown,0.0,-1,1,0,0,0,0
6698678605,7246750874,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698678605,7246750875,0,no_sidewalk,False,False,True,dismount,no,no,no,no,no,no,no,unknown,unknown,0.0,0,0,0,0,0,0
6698678606,8382808104,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,-1,0,0,0,0
6698678606,11958493326,0,has_sidewalk,True,True,False,no,no,no,no,no,no,no,no,unknown,unknown,0.0,-1,-1,0,0,0,0
